activity_id,start_latitude,start_longitude,end_latitude,end_longitude,travel_purpose,start_time,end_time,duration_minutes,distance_miles,start_hour,same_place,day
5.34E+18,42.364025,-71.100857,42.363579,-71.099631,EAT,10/11/22 6:19,10/11/22 6:24,5,0.274078732,6,No,1
1.50E+19,42.388388,-71.118232,42.36667453,-71.09647904,EAT,10/11/22 6:19,10/11/22 6:26,7,3.164841838,6,No,1
6.27E+17,42.372246,-71.07982,42.36996725,-71.08106081,EAT,10/11/22 6:19,10/11/22 6:22,2,0.15004117,6,No,1
1.24E+19,42.373371,-71.118965,42.36959949,-71.09813021,EAT,10/11/22 6:19,10/11/22 6:23,3,1.676732603,6,No,1
4.46E+18,42.367713,-71.071562,42.36624241,-71.07850063,EAT,10/11/22 6:23,10/11/22 6:24,1,0.066975834,6,No,1
1.42E+19,42.373371,-71.118965,42.37867489,-71.15363739,EAT,10/11/22 6:23,10/11/22 6:29,5,2.643833928,6,No,1
1.12E+19,42.373371,-71.118965,42.37703554,-71.15206779,EAT,10/11/22 6:23,10/11/22 6:28,5,2.429095463,6,No,1
1.43E+19,42.369817,-71.077794,42.370582,-71.0773,EAT,10/11/22 6:25,10/11/22 6:26,1,0.069421839,6,No,1
1.84E+19,42.369628,-71.1114,42.3699518,-71.1131418,EAT,10/11/22 6:25,10/11/22 6:26,1,0.082046695,6,No,1
1.01E+18,42.373371,-71.118965,42.371219,-71.117438,EAT,10/11/22 6:25,10/11/22 6:27,2,0.119493596,6,No,1
1.76E+19,42.369628,-71.1114,42.37038224,-71.1100387,EAT,10/11/22 6:27,10/11/22 6:29,1,0.080988312,6,No,1
7.05E+18,42.373371,-71.118965,42.365178,-71.102759,EAT,10/11/22 6:28,10/11/22 6:31,3,1.390505947,6,No,1
1.64E+19,42.365675,-71.103734,42.39253324,-71.12078758,EAT,10/11/22 6:29,10/11/22 6:45,15,2.932589032,6,No,1
5.49E+17,42.369859,-71.068824,42.371713,-71.074103,EAT,10/11/22 6:30,10/11/22 6:37,6,0.360489647,6,No,1
4.70E+17,42.375451,-71.149096,42.37846105,-71.14984065,EAT,10/11/22 6:32,10/11/22 6:34,1,0.60008314,6,No,1
1.54E+19,42.371281,-71.083318,42.372399,-71.11943,EAT,10/11/22 6:33,10/11/22 6:47,14,1.882754535,6,No,1
8.87E+18,42.369628,-71.1114,42.37289438,-71.10385714,EAT,10/11/22 6:34,10/11/22 6:37,2,1.255574545,6,No,1
1.76E+19,42.362207,-71.087304,42.361889,-71.090546,EAT,10/11/22 6:35,10/11/22 6:41,5,0.26885185,6,No,1
1.52E+19,42.372246,-71.07982,42.3729974,-71.07877302,EAT,10/11/22 6:37,10/11/22 6:45,7,0.413727154,6,No,1
1.52E+19,42.38192,-71.119949,42.363191,-71.104569,EAT,10/11/22 6:40,10/11/22 6:45,5,2.687902233,6,No,1
1.12E+19,42.388388,-71.118232,42.365952,-71.082562,EAT,10/11/22 6:42,10/11/22 6:50,7,3.042257507,6,No,1
6.67E+18,42.371938,-71.075402,42.358764,-71.096359,EAT,10/11/22 6:42,10/11/22 6:47,4,1.957977522,6,No,1
9.90E+18,42.371329,-71.116471,42.37241865,-71.11631325,EAT,10/11/22 6:43,10/11/22 6:48,5,0.286705792,6,No,1
8.34E+18,42.366118,-71.078269,42.37145869,-71.10168944,EAT,10/11/22 6:44,10/11/22 6:50,5,2.499279616,6,No,1
2.49E+18,42.375451,-71.149096,42.37634381,-71.15295964,EAT,10/11/22 6:47,10/11/22 6:48,1,0.420392271,6,No,1
1.01E+19,42.369628,-71.1114,42.37024661,-71.11039509,EAT,10/11/22 6:48,10/11/22 6:50,2,0.119789887,6,No,1
5.63E+18,42.36491,-71.08259,42.366419,-71.077299,EAT,10/11/22 6:49,10/11/22 6:51,1,0.074924624,6,No,1
1.29E+19,42.361649,-71.09047,42.361889,-71.090546,EAT,10/11/22 6:50,10/11/22 6:58,8,0.402229803,6,No,1
6.27E+18,42.38192,-71.119949,42.37238,-71.089599,EAT,10/11/22 6:52,10/11/22 6:58,6,2.367421975,6,No,1
1.35E+19,42.361649,-71.09047,42.360623,-71.08743,EAT,10/11/22 6:52,10/11/22 6:55,3,0.167201175,6,No,1
6.69E+18,42.365675,-71.103734,42.369707,-71.101419,EAT,10/11/22 6:53,10/11/22 6:55,2,0.107619702,6,No,1
1.70E+19,42.388388,-71.118232,42.3918608,-71.12352517,EAT,10/11/22 6:54,10/11/22 6:56,1,0.100003119,6,No,1
6.72E+18,42.388388,-71.118232,42.389998,-71.118292,EAT,10/11/22 6:55,10/11/22 6:59,4,0.210361794,6,No,1
1.45E+19,42.37196,-71.075408,42.364369,-71.081379,EAT,10/11/22 6:56,10/11/22 6:59,2,1.085637579,6,No,1
4.12E+18,42.388388,-71.118232,42.36957924,-71.09994421,EAT,10/11/22 6:57,10/11/22 7:01,4,2.368102173,6,No,1
3.66E+18,42.38192,-71.119949,42.369345,-71.110752,EAT,10/11/22 6:57,10/11/22 7:00,2,1.210398723,6,No,1
1.89E+18,42.364025,-71.100857,42.361329,-71.096228,EAT,10/11/22 6:58,10/11/22 7:01,3,0.156986114,6,No,1
1.46E+18,42.361649,-71.09047,42.35731286,-71.09384526,EAT,10/11/22 6:59,10/11/22 7:08,9,0.47557139,6,No,1
1.62E+19,42.37196,-71.075408,42.3863818,-71.12616934,EAT,10/11/22 7:00,10/11/22 7:11,11,5.53452729,7,No,1
9.78E+18,42.362782,-71.09388,42.36507831,-71.10044141,EAT,10/11/22 7:00,10/11/22 7:01,1,0.071483828,7,No,1
1.05E+19,42.38192,-71.119949,42.39091868,-71.12538466,EAT,10/11/22 7:01,10/11/22 7:03,1,0.6947446,7,No,1
1.44E+19,42.384488,-71.11983,42.39083554,-71.12425333,EAT,10/11/22 7:01,10/11/22 7:03,1,0.789104008,7,No,1
5.88E+18,42.390043,-71.118227,42.38672201,-71.11989319,EAT,10/11/22 7:01,10/11/22 7:07,6,0.311643634,7,No,1
1.23E+19,42.372484,-71.117852,42.374029,-71.114152,EAT,10/11/22 7:03,10/11/22 7:05,2,0.862227277,7,No,1
1.24E+19,42.366069,-71.105366,42.36033466,-71.10854492,EAT,10/11/22 7:03,10/11/22 7:05,1,0.659387077,7,No,1
9.10E+18,42.372246,-71.07982,42.385428,-71.128111,EAT,10/11/22 7:03,10/11/22 7:12,9,3.958501617,7,No,1
7.35E+18,42.369725,-71.111874,42.37072942,-71.11053145,EAT,10/11/22 7:03,10/11/22 7:07,3,0.173814942,7,No,1
1.56E+19,42.372484,-71.117852,42.378529,-71.123497,EAT,10/11/22 7:03,10/11/22 7:06,2,0.923981727,7,No,1
1.13E+19,42.361649,-71.09047,42.360623,-71.08743,EAT,10/11/22 7:04,10/11/22 7:06,1,0.08023913,7,No,1
1.45E+17,42.384488,-71.11983,42.39073079,-71.12620616,EAT,10/11/22 7:04,10/11/22 7:07,2,0.932979378,7,No,1
4.16E+18,42.386094,-71.119577,42.39202509,-71.12622474,EAT,10/11/22 7:05,10/11/22 7:07,2,0.832637409,7,No,1
1.27E+19,42.384488,-71.11983,42.39165921,-71.12459075,EAT,10/11/22 7:05,10/11/22 7:07,1,0.75117617,7,No,1
1.36E+19,42.384488,-71.11983,42.39165921,-71.12459075,EAT,10/11/22 7:05,10/11/22 7:07,1,0.646999259,7,No,1
1.68E+19,42.384488,-71.11983,42.36435779,-71.10046658,EAT,10/11/22 7:06,10/11/22 7:11,5,2.384511303,7,No,1
2.97E+18,42.366069,-71.105366,42.36041365,-71.11086504,EAT,10/11/22 7:06,10/11/22 7:07,1,0.599805076,7,No,1
1.52E+19,42.371777,-71.120631,42.372007,-71.118256,EAT,10/11/22 7:08,10/11/22 7:11,2,0.124297437,7,No,1
2.16E+18,42.359066,-71.094744,42.36594338,-71.09917866,EAT,10/11/22 7:08,10/11/22 7:11,2,0.839346228,7,No,1
1.12E+19,42.361649,-71.09047,42.35894005,-71.10823351,EAT,10/11/22 7:09,10/11/22 7:37,28,1.444990902,7,No,1
5.71E+18,42.367958,-71.090294,42.37092075,-71.08969194,EAT,10/11/22 7:09,10/11/22 7:11,2,0.119887651,7,No,1
8.71E+17,42.357745,-71.104273,42.35793572,-71.10963106,EAT,10/11/22 7:10,10/11/22 7:13,2,0.133836336,7,No,1
4.97E+18,42.37196,-71.075408,42.36677032,-71.10667361,EAT,10/11/22 7:10,10/11/22 7:36,25,2.140022807,7,No,1
1.78E+19,42.361649,-71.09047,42.360623,-71.08743,EAT,10/11/22 7:11,10/11/22 7:13,2,0.711968786,7,No,1
1.03E+19,42.357745,-71.104273,42.40176833,-71.13344489,EAT,10/11/22 7:12,10/11/22 7:22,9,4.067048633,7,No,1
1.69E+19,42.362782,-71.09388,42.36429262,-71.10058658,EAT,10/11/22 7:12,10/11/22 7:14,1,0.09694826,7,No,1
5.69E+18,42.362782,-71.09388,42.36991781,-71.07327512,EAT,10/11/22 7:12,10/11/22 7:23,11,1.78619529,7,No,1
9.81E+18,42.3734,-71.099827,42.357233,-71.106431,EAT,10/11/22 7:13,10/11/22 7:34,20,1.499516637,7,No,1
9.41E+17,42.372484,-71.117852,42.38375115,-71.13445477,EAT,10/11/22 7:13,10/11/22 7:18,4,2.171917383,7,No,1
6.51E+18,42.360789,-71.096565,42.389394,-71.119745,EAT,10/11/22 7:15,10/11/22 7:23,7,2.645127042,7,No,1
1.79E+19,42.361649,-71.09047,42.360623,-71.08743,EAT,10/11/22 7:16,10/11/22 7:17,1,0.101412307,7,No,1
2.73E+18,42.365244,-71.082333,42.368643,-71.09004,EAT,10/11/22 7:16,10/11/22 7:29,12,0.65651981,7,No,1
4.23E+17,42.365028,-71.102423,42.377584,-71.147683,EAT,10/11/22 7:17,10/11/22 7:23,6,3.09053316,7,No,1
1.78E+19,42.389362,-71.119548,42.38944898,-71.11968545,EAT,10/11/22 7:17,10/11/22 7:19,1,0.069225747,7,No,1
8.34E+18,42.365028,-71.102423,42.35731286,-71.09384526,EAT,10/11/22 7:18,10/11/22 7:23,4,1.920998857,7,No,1
1.36E+19,42.365028,-71.102423,42.35731286,-71.09384526,EAT,10/11/22 7:18,10/11/22 7:21,3,1.119318222,7,No,1
1.02E+19,42.372441,-71.118977,42.37272016,-71.10276086,EAT,10/11/22 7:19,10/11/22 7:24,5,2.110539037,7,No,1
1.48E+19,42.372484,-71.117852,42.37486424,-71.12076241,EAT,10/11/22 7:19,10/11/22 7:22,3,1.435014462,7,No,1
1.33E+18,42.372441,-71.118977,42.3788163,-71.1203924,EAT,10/11/22 7:19,10/11/22 7:22,3,1.058853322,7,No,1
1.26E+19,42.390043,-71.118227,42.37722677,-71.14627299,EAT,10/11/22 7:19,10/11/22 7:23,3,1.788589475,7,No,1
1.67E+19,42.365244,-71.082333,42.3574016,-71.10638216,EAT,10/11/22 7:19,10/11/22 7:23,4,1.680646341,7,No,1
4.68E+18,42.365244,-71.082333,42.3592099,-71.1108903,EAT,10/11/22 7:19,10/11/22 7:24,5,2.344450907,7,No,1
4.86E+18,42.365244,-71.082333,42.354988,-71.103274,EAT,10/11/22 7:19,10/11/22 7:24,5,1.766333484,7,No,1
1.14E+19,42.361649,-71.09047,42.35757767,-71.10592638,EAT,10/11/22 7:19,10/11/22 7:23,4,1.729051366,7,No,1
9.14E+18,42.372027,-71.120423,42.37674903,-71.10794945,EAT,10/11/22 7:20,10/11/22 7:24,3,1.294535839,7,No,1
5.59E+18,42.375451,-71.149096,42.37586099,-71.14779388,EAT,10/11/22 7:21,10/11/22 7:24,2,0.140238314,7,No,1
9.29E+18,42.372246,-71.07982,42.398641,-71.133083,EAT,10/11/22 7:21,10/11/22 7:34,12,5.351093011,7,No,1
1.45E+19,42.361649,-71.09047,42.362934,-71.082109,EAT,10/11/22 7:23,10/11/22 7:25,1,0.682379766,7,No,1
4.39E+18,42.365244,-71.082333,42.365952,-71.082562,EAT,10/11/22 7:24,10/11/22 7:29,5,0.29362119,7,No,1
7.97E+18,42.384488,-71.11983,42.382449,-71.120062,EAT,10/11/22 7:24,10/11/22 7:27,3,0.179336299,7,No,1
2.32E+18,42.389362,-71.119548,42.375352,-71.10699,EAT,10/11/22 7:25,10/11/22 7:48,22,2.168138946,7,No,1
4.70E+18,42.37175,-71.084037,42.372456,-71.08611199,EAT,10/11/22 7:25,10/11/22 7:27,1,0.076535845,7,No,1
1.57E+19,42.374189,-71.121151,42.37578268,-71.15224963,EAT,10/11/22 7:25,10/11/22 7:30,4,2.007699371,7,No,1
1.36E+19,42.372027,-71.120423,42.37619556,-71.10910822,EAT,10/11/22 7:26,10/11/22 7:28,2,0.837291536,7,No,1
5.85E+18,42.365028,-71.102423,42.3628369,-71.0998704,EAT,10/11/22 7:26,10/11/22 7:41,14,0.772814947,7,No,1
1.56E+19,42.365028,-71.102423,42.372456,-71.08611199,EAT,10/11/22 7:26,10/11/22 7:31,4,1.670265345,7,No,1
9.55E+18,42.365028,-71.102423,42.3699518,-71.1131418,EAT,10/11/22 7:26,10/11/22 7:41,14,0.756072922,7,No,1
9.22E+18,42.365028,-71.102423,42.3727033,-71.11081269,EAT,10/11/22 7:26,10/11/22 7:28,1,0.612890616,7,No,1
1.36E+19,42.365028,-71.102423,42.3699518,-71.1131418,EAT,10/11/22 7:26,10/11/22 7:43,16,0.859214439,7,No,1
8.95E+18,42.372027,-71.120423,42.36852761,-71.1081753,EAT,10/11/22 7:27,10/11/22 7:28,1,0.539097704,7,No,1
4.04E+18,42.362782,-71.09388,42.370582,-71.0773,EAT,10/11/22 7:27,10/11/22 7:32,5,1.990270084,7,No,1
4.44E+17,42.360789,-71.096565,42.3576039,-71.10705773,EAT,10/11/22 7:27,10/11/22 7:29,2,0.996244702,7,No,1
2.67E+18,42.360789,-71.096565,42.35609748,-71.10904106,EAT,10/11/22 7:27,10/11/22 7:41,13,0.711137598,7,No,1
1.28E+19,42.38192,-71.119949,42.37507907,-71.10971221,EAT,10/11/22 7:27,10/11/22 7:33,6,1.056582072,7,No,1
2.03E+18,42.37196,-71.075408,42.371713,-71.074103,EAT,10/11/22 7:27,10/11/22 7:30,2,0.14092543,7,No,1
8.37E+18,42.365028,-71.102423,42.35697656,-71.10697907,EAT,10/11/22 7:29,10/11/22 7:31,2,0.728435617,7,No,1
3.87E+18,42.365028,-71.102423,42.35757767,-71.10592638,EAT,10/11/22 7:29,10/11/22 7:33,3,1.197949326,7,No,1
7.08E+17,42.361649,-71.09047,42.38860181,-71.12208504,EAT,10/11/22 7:30,10/11/22 7:41,11,4.462818743,7,No,1
6.40E+18,42.361649,-71.09047,42.3788163,-71.1203924,EAT,10/11/22 7:30,10/11/22 7:39,8,3.387845757,7,No,1
9.85E+18,42.365244,-71.082333,42.3592099,-71.1108903,EAT,10/11/22 7:30,10/11/22 7:35,4,1.684953746,7,No,1
1.21E+19,42.366069,-71.105366,42.35895332,-71.10904387,EAT,10/11/22 7:31,10/11/22 7:33,2,0.818416444,7,No,1
1.26E+19,42.366069,-71.105366,42.35906831,-71.10849876,EAT,10/11/22 7:31,10/11/22 7:36,4,0.832827373,7,No,1
1.18E+19,42.367947,-71.097843,42.36829326,-71.09776564,EAT,10/11/22 7:32,10/11/22 7:33,1,0.066766868,7,No,1
1.59E+19,42.362782,-71.09388,42.364369,-71.081379,EAT,10/11/22 7:32,10/11/22 7:36,3,1.282259994,7,No,1
6.36E+18,42.363335,-71.100716,42.36332159,-71.1024369,EAT,10/11/22 7:32,10/11/22 7:33,1,0.054507365,7,No,1
1.72E+19,42.361649,-71.09047,42.3729974,-71.07877302,EAT,10/11/22 7:33,10/11/22 7:44,10,1.58143512,7,No,1
9.91E+18,42.377946,-71.107261,42.37804542,-71.11049485,EAT,10/11/22 7:34,10/11/22 7:40,6,0.317671944,7,No,1
5.08E+18,42.360789,-71.096565,42.360185,-71.094321,EAT,10/11/22 7:34,10/11/22 7:54,19,1.026681755,7,No,1
4.45E+18,42.374189,-71.121151,42.37231411,-71.1092493,EAT,10/11/22 7:34,10/11/22 7:37,2,0.838061879,7,No,1
1.59E+19,42.373387,-71.094985,42.355948,-71.112668,EAT,10/11/22 7:34,10/11/22 7:40,5,2.404157214,7,No,1
1.01E+19,42.361649,-71.09047,42.36263624,-71.08273467,EAT,10/11/22 7:34,10/11/22 7:37,2,0.149842874,7,No,1
6.13E+18,42.365244,-71.082333,42.362934,-71.082109,EAT,10/11/22 7:34,10/11/22 7:37,2,0.113665741,7,No,1
1.32E+19,42.360789,-71.096565,42.358764,-71.096359,EAT,10/11/22 7:34,10/11/22 7:36,1,0.625470521,7,No,1
1.08E+18,42.384488,-71.11983,42.39656398,-71.12870704,EAT,10/11/22 7:35,10/11/22 7:38,3,1.180917471,7,No,1
2.36E+17,42.372246,-71.07982,42.37015099,-71.08790781,EAT,10/11/22 7:36,10/11/22 7:46,9,0.514276066,7,No,1
1.59E+19,42.389362,-71.119548,42.38978378,-71.12250901,EAT,10/11/22 7:36,10/11/22 7:40,4,0.209577198,7,No,1
7.65E+17,42.359066,-71.094744,42.356409,-71.108007,EAT,10/11/22 7:37,10/11/22 7:41,4,0.20747009,7,No,1
1.29E+19,42.365244,-71.082333,42.365952,-71.082562,EAT,10/11/22 7:38,10/11/22 7:42,3,0.1941236,7,No,1
1.11E+18,42.361649,-71.09047,42.365003,-71.087029,EAT,10/11/22 7:39,10/11/22 7:41,1,0.527095537,7,No,1
1.57E+19,42.369371,-71.077051,42.35959393,-71.10539064,EAT,10/11/22 7:39,10/11/22 7:48,8,3.069812372,7,No,1
3.27E+18,42.374189,-71.121151,42.373902,-71.119647,EAT,10/11/22 7:40,10/11/22 7:41,1,0.057861323,7,No,1
1.41E+19,42.374189,-71.121151,42.382449,-71.120062,EAT,10/11/22 7:41,10/11/22 7:59,18,0.953552739,7,No,1
1.81E+19,42.374189,-71.121151,42.38214977,-71.12091813,EAT,10/11/22 7:41,10/11/22 7:43,1,0.623285602,7,No,1
1.57E+19,42.37324,-71.114262,42.354988,-71.103274,EAT,10/11/22 7:41,10/11/22 7:47,5,2.341243545,7,No,1
3.41E+18,42.362782,-71.09388,42.35962555,-71.1115244,EAT,10/11/22 7:42,10/11/22 7:46,4,1.88691387,7,No,1
5.31E+18,42.365244,-71.082333,42.37266597,-71.10015332,EAT,10/11/22 7:42,10/11/22 7:49,6,2.386678989,7,No,1
1.21E+18,42.365028,-71.102423,42.370441,-71.113709,EAT,10/11/22 7:42,10/11/22 7:45,2,0.922227911,7,No,1
1.16E+19,42.365028,-71.102423,42.37211343,-71.11182033,EAT,10/11/22 7:42,10/11/22 7:45,2,0.902629689,7,No,1
1.62E+19,42.389362,-71.119548,42.38237975,-71.1147335,EAT,10/11/22 7:44,10/11/22 7:46,2,0.819577051,7,No,1
5.25E+18,42.365028,-71.102423,42.365952,-71.082562,EAT,10/11/22 7:44,10/11/22 8:09,24,1.282959551,7,No,1
7.90E+18,42.372441,-71.118977,42.37698134,-71.11032032,EAT,10/11/22 7:44,10/11/22 7:57,12,0.622445937,7,No,1
1.09E+19,42.372484,-71.117852,42.37072373,-71.10512857,EAT,10/11/22 7:44,10/11/22 7:58,13,0.953099462,7,No,1
1.00E+19,42.372484,-71.117852,42.3718519,-71.10835651,EAT,10/11/22 7:44,10/11/22 7:58,13,0.716878698,7,No,1
1.62E+19,42.357996,-71.114939,42.37326645,-71.10378884,EAT,10/11/22 7:45,10/11/22 7:49,4,1.704297823,7,No,1
1.49E+19,42.37324,-71.114262,42.38992618,-71.1223849,EAT,10/11/22 7:46,10/11/22 8:13,26,1.38162765,7,No,1
1.19E+19,42.390043,-71.118227,42.39987779,-71.13238731,EAT,10/11/22 7:46,10/11/22 7:50,3,1.393190491,7,No,1
3.73E+18,42.365028,-71.102423,42.3646724,-71.08384421,EAT,10/11/22 7:46,10/11/22 7:50,3,1.409287369,7,No,1
6.80E+18,42.365244,-71.082333,42.37231425,-71.08010213,EAT,10/11/22 7:47,10/11/22 7:49,1,0.56149399,7,No,1
1.30E+19,42.359066,-71.094744,42.354988,-71.103274,EAT,10/11/22 7:47,10/11/22 8:01,13,0.712608044,7,No,1
1.14E+18,42.365028,-71.102423,42.36919363,-71.09943135,EAT,10/11/22 7:48,10/11/22 7:50,2,0.103976197,7,No,1
1.77E+19,42.361649,-71.09047,42.36017647,-71.08576965,EAT,10/11/22 7:48,10/11/22 7:54,5,0.291672506,7,No,1
8.24E+18,42.37196,-71.075408,42.371713,-71.074103,EAT,10/11/22 7:49,10/11/22 7:50,1,0.055918226,7,No,1
9.18E+18,42.374189,-71.121151,42.3777578,-71.14162639,EAT,10/11/22 7:49,10/11/22 7:52,3,1.530686019,7,No,1
1.08E+19,42.3734,-71.099827,42.373762,-71.099877,EAT,10/11/22 7:50,10/11/22 7:51,1,0.076675942,7,No,1
9.87E+18,42.359757,-71.101863,42.362779,-71.101189,EAT,10/11/22 7:52,10/11/22 7:53,1,0.097052972,7,No,1
1.56E+19,42.372246,-71.07982,42.37059436,-71.0805189,EAT,10/11/22 7:52,10/11/22 7:53,1,0.081829957,7,No,1
9.10E+18,42.365028,-71.102423,42.38178482,-71.13868349,EAT,10/11/22 7:52,10/11/22 8:15,22,2.540064227,7,No,1
1.24E+19,42.365028,-71.102423,42.382449,-71.120062,EAT,10/11/22 7:52,10/11/22 7:58,5,2.06643873,7,No,1
7.82E+18,42.365028,-71.102423,42.382673,-71.123538,EAT,10/11/22 7:52,10/11/22 7:58,6,2.280607392,7,No,1
1.69E+19,42.365028,-71.102423,42.38484929,-71.1263931,EAT,10/11/22 7:52,10/11/22 7:58,6,2.308407779,7,No,1
1.39E+19,42.365028,-71.102423,42.354988,-71.103274,EAT,10/11/22 7:53,10/11/22 7:56,3,1.040618146,7,No,1
1.05E+18,42.365028,-71.102423,42.367479,-71.100902,EAT,10/11/22 7:53,10/11/22 7:56,3,0.155949657,7,No,1
1.84E+19,42.361649,-71.09047,42.354988,-71.103274,EAT,10/11/22 7:53,10/11/22 7:58,5,2.07417367,7,No,1
2.38E+18,42.360789,-71.096565,42.35622509,-71.10743209,EAT,10/11/22 7:53,10/11/22 7:55,2,0.85805514,7,No,1
6.75E+18,42.362782,-71.09388,42.36756082,-71.08145958,EAT,10/11/22 7:54,10/11/22 7:57,3,1.276499287,7,No,1
1.96E+18,42.362782,-71.09388,42.363579,-71.099631,EAT,10/11/22 7:54,10/11/22 7:56,1,0.089231912,7,No,1
1.75E+19,42.384488,-71.11983,42.389998,-71.118292,EAT,10/11/22 7:55,10/11/22 7:56,1,0.424458685,7,No,1
3.83E+18,42.370698,-71.113341,42.38148731,-71.12014235,EAT,10/11/22 7:55,10/11/22 8:13,17,0.928402738,7,No,1
1.74E+19,42.361649,-71.09047,42.360623,-71.08743,EAT,10/11/22 7:55,10/11/22 8:00,4,0.228348161,7,No,1
