activity_id,start_latitude,start_longitude,end_latitude,end_longitude,travel_purpose,start_time,end_time,duration_minutes,distance_miles,start_hour,same_place,day
5.90E+18,42.359757,-71.101863,42.36649825,-71.0993515,EAT,10/11/22 16:22,10/11/22 16:37,14,0.767697464,16,No,1
9.98E+18,42.359757,-71.101863,42.354988,-71.103274,EAT,10/11/22 16:23,10/11/22 16:34,11,0.603791699,16,No,1
1.40E+19,42.363587,-71.083219,42.362934,-71.082109,EAT,10/11/22 16:23,10/11/22 16:24,1,0.061710467,16,No,1
7.57E+18,42.373493,-71.120642,42.3800191,-71.13300843,EAT,10/11/22 16:23,10/11/22 16:26,3,0.988295088,16,No,1
2.16E+18,42.388049,-71.119664,42.39118632,-71.12156394,EAT,10/11/22 16:23,10/11/22 16:25,1,0.448490717,16,No,1
3.85E+18,42.385859,-71.119611,42.38948016,-71.1221546,EAT,10/11/22 16:23,10/11/22 16:25,1,0.477303776,16,No,1
6.44E+18,42.363587,-71.083219,42.3677621,-71.0972599,EAT,10/11/22 16:23,10/11/22 16:27,3,1.098384786,16,No,1
1.82E+18,42.373076,-71.118722,42.382673,-71.123538,EAT,10/11/22 16:24,10/11/22 16:46,22,1.142007219,16,No,1
1.55E+19,42.373076,-71.118722,42.37794634,-71.12247634,EAT,10/11/22 16:24,10/11/22 16:28,4,1.54958716,16,No,1
4.76E+18,42.367183,-71.074439,42.371422,-71.081681,EAT,10/11/22 16:24,10/11/22 16:33,9,0.514827458,16,No,1
1.80E+19,42.373076,-71.118722,42.375757,-71.148918,EAT,10/11/22 16:24,10/11/22 16:31,7,2.068356101,16,No,1
3.35E+18,42.373076,-71.118722,42.372746,-71.099375,EAT,10/11/22 16:24,10/11/22 16:32,7,1.862123735,16,No,1
1.74E+18,42.373613,-71.119502,42.362556,-71.098477,EAT,10/11/22 16:24,10/11/22 16:33,8,2.282862988,16,No,1
2.90E+18,42.372895,-71.117919,42.373345,-71.096471,EAT,10/11/22 16:24,10/11/22 16:31,6,1.555388727,16,No,1
9.32E+18,42.371436,-71.116713,42.372502,-71.119558,EAT,10/11/22 16:25,10/11/22 16:27,2,0.596114085,16,No,1
1.66E+19,42.367183,-71.074439,42.37343,-71.0973,EAT,10/11/22 16:25,10/11/22 16:53,27,1.406691323,16,No,1
5.12E+18,42.361329,-71.096228,42.360185,-71.094321,EAT,10/11/22 16:26,10/11/22 16:29,3,0.706715796,16,No,1
1.14E+19,42.372027,-71.120423,42.386219,-71.140794,EAT,10/11/22 16:26,10/11/22 16:31,5,1.804578264,16,No,1
1.01E+19,42.391257,-71.123477,42.39338446,-71.12990228,EAT,10/11/22 16:26,10/11/22 16:28,1,0.398944019,16,No,1
1.18E+16,42.391257,-71.123477,42.39494377,-71.13018958,EAT,10/11/22 16:26,10/11/22 16:27,1,0.51237903,16,No,1
6.71E+18,42.361329,-71.096228,42.36919649,-71.08447152,EAT,10/11/22 16:26,10/11/22 16:30,4,1.624881806,16,No,1
2.32E+18,42.395359,-71.128283,42.4015172,-71.13386727,EAT,10/11/22 16:26,10/11/22 16:35,8,0.457101326,16,No,1
1.62E+19,42.372895,-71.117919,42.37200179,-71.11594241,EAT,10/11/22 16:26,10/11/22 16:30,3,0.187620634,16,No,1
1.32E+19,42.359066,-71.094744,42.35864719,-71.09995795,EAT,10/11/22 16:27,10/11/22 16:34,7,0.385487074,16,No,1
1.56E+19,42.361098,-71.095823,42.363579,-71.099631,EAT,10/11/22 16:27,10/11/22 16:34,7,0.38405739,16,No,1
1.04E+19,42.357996,-71.114939,42.37420656,-71.09612038,EAT,10/11/22 16:27,10/11/22 16:35,8,2.328966599,16,No,1
1.66E+19,42.361098,-71.095823,42.354988,-71.103274,EAT,10/11/22 16:27,10/11/22 16:31,3,1.237153201,16,No,1
1.14E+19,42.365551,-71.090157,42.373578,-71.093517,EAT,10/11/22 16:27,10/11/22 16:29,1,0.566884667,16,No,1
1.67E+19,42.373493,-71.120642,42.37157307,-71.11518507,EAT,10/11/22 16:27,10/11/22 16:30,2,0.694561657,16,No,1
1.83E+19,42.373076,-71.118722,42.37676163,-71.10884844,EAT,10/11/22 16:27,10/11/22 16:35,7,1.282712173,16,No,1
1.77E+19,42.373076,-71.118722,42.372411,-71.118434,EAT,10/11/22 16:28,10/11/22 16:29,1,0.088691733,16,No,1
1.78E+19,42.365915,-71.105008,42.36851048,-71.10775444,EAT,10/11/22 16:28,10/11/22 16:33,5,0.26408623,16,No,1
1.61E+19,42.374306,-71.119126,42.372069,-71.11994,EAT,10/11/22 16:28,10/11/22 16:31,2,0.493839507,16,No,1
1.02E+19,42.367183,-71.074439,42.372069,-71.11994,EAT,10/11/22 16:28,10/11/22 16:39,10,3.168706664,16,No,1
9.54E+18,42.373546,-71.120532,42.372069,-71.11994,EAT,10/11/22 16:28,10/11/22 16:33,5,0.259168272,16,No,1
6.98E+18,42.374306,-71.119126,42.372069,-71.11994,EAT,10/11/22 16:28,10/11/22 16:30,1,0.336522059,16,No,1
7.67E+18,42.367183,-71.074439,42.372069,-71.11994,EAT,10/11/22 16:28,10/11/22 16:38,9,4.000957788,16,No,1
1.16E+19,42.363587,-71.083219,42.37237013,-71.08661906,EAT,10/11/22 16:28,10/11/22 16:45,16,0.865397647,16,No,1
2.63E+18,42.363587,-71.083219,42.37018871,-71.08678342,EAT,10/11/22 16:28,10/11/22 16:30,1,0.687116414,16,No,1
1.06E+19,42.363587,-71.083219,42.36907583,-71.08503607,EAT,10/11/22 16:28,10/11/22 16:30,1,0.559984479,16,No,1
1.07E+19,42.370879,-71.113552,42.365842,-71.098293,EAT,10/11/22 16:29,10/11/22 16:33,4,1.176639635,16,No,1
6.93E+18,42.374948,-71.109119,42.37303244,-71.11235633,EAT,10/11/22 16:29,10/11/22 16:31,2,0.745905923,16,No,1
3.98E+18,42.365028,-71.102423,42.38112161,-71.13129049,EAT,10/11/22 16:29,10/11/22 16:37,7,2.421264664,16,No,1
1.55E+19,42.372027,-71.120423,42.372411,-71.118434,EAT,10/11/22 16:29,10/11/22 16:30,1,0.333018821,16,No,1
7.10E+18,42.359757,-71.101863,42.36078708,-71.10241482,EAT,10/11/22 16:29,10/11/22 16:31,2,0.108010603,16,No,1
3.72E+18,42.36379,-71.101359,42.36238,-71.098321,EAT,10/11/22 16:29,10/11/22 16:31,1,0.269681176,16,No,1
1.76E+19,42.361329,-71.096228,42.369351,-71.0804564,EAT,10/11/22 16:30,10/11/22 16:38,7,2.393791403,16,No,1
1.62E+19,42.36379,-71.101359,42.362064,-71.098675,EAT,10/11/22 16:31,10/11/22 16:33,2,0.131761532,16,No,1
8.25E+18,42.365028,-71.102423,42.3699518,-71.1131418,EAT,10/11/22 16:31,10/11/22 16:35,3,1.002931817,16,No,1
2.61E+18,42.365028,-71.102423,42.3699518,-71.1131418,EAT,10/11/22 16:31,10/11/22 16:46,14,0.756072922,16,No,1
1.90E+18,42.373546,-71.120532,42.37205628,-71.11214959,EAT,10/11/22 16:31,10/11/22 16:34,2,0.470839525,16,No,1
1.75E+19,42.365028,-71.102423,42.37345054,-71.11234334,EAT,10/11/22 16:31,10/11/22 16:34,2,0.835631524,16,No,1
9.47E+18,42.365915,-71.105008,42.357065,-71.112111,EAT,10/11/22 16:32,10/11/22 16:35,2,0.913165972,16,No,1
1.49E+19,42.365028,-71.102423,42.385428,-71.128111,EAT,10/11/22 16:32,10/11/22 16:43,11,2.655324447,16,No,1
1.23E+19,42.365551,-71.090157,42.359191,-71.093366,EAT,10/11/22 16:33,10/11/22 16:48,15,0.809369816,16,No,1
1.05E+19,42.373076,-71.118722,42.37075367,-71.10101552,EAT,10/11/22 16:33,10/11/22 16:38,5,1.403542812,16,No,1
3.74E+18,42.373551,-71.120249,42.35647166,-71.11242916,EAT,10/11/22 16:34,10/11/22 16:44,10,3.082002754,16,No,1
7.83E+18,42.363587,-71.083219,42.35853914,-71.1132366,EAT,10/11/22 16:34,10/11/22 16:40,6,3.197075007,16,No,1
1.30E+18,42.372721,-71.091448,42.3672754,-71.0861518,EAT,10/11/22 16:34,10/11/22 16:35,1,0.392393676,16,No,1
2.55E+18,42.365028,-71.102423,42.37000243,-71.08563393,EAT,10/11/22 16:34,10/11/22 16:41,7,1.499456192,16,No,1
1.60E+19,42.372746,-71.099375,42.37294839,-71.11071847,EAT,10/11/22 16:34,10/11/22 16:37,3,0.996740735,16,No,1
7.64E+18,42.365028,-71.102423,42.360038,-71.114841,EAT,10/11/22 16:34,10/11/22 16:40,6,1.80105115,16,No,1
1.36E+19,42.3734,-71.099827,42.396425,-71.129578,EAT,10/11/22 16:34,10/11/22 16:43,9,2.970985442,16,No,1
8.59E+18,42.3734,-71.099827,42.396633,-71.12982,EAT,10/11/22 16:34,10/11/22 16:42,8,2.757517856,16,No,1
6.98E+18,42.389362,-71.119548,42.38672201,-71.11989319,EAT,10/11/22 16:34,10/11/22 16:35,1,0.402351252,16,No,1
1.33E+19,42.385859,-71.119611,42.37081,-71.114182,EAT,10/11/22 16:34,10/11/22 16:39,4,1.493514225,16,No,1
5.27E+18,42.369628,-71.1114,42.37707141,-71.10924141,EAT,10/11/22 16:34,10/11/22 16:36,1,0.662893017,16,No,1
3.51E+18,42.361329,-71.096228,42.37019875,-71.10083909,EAT,10/11/22 16:35,10/11/22 16:48,13,0.691216308,16,No,1
4.47E+18,42.372895,-71.117919,42.38985614,-71.12288273,EAT,10/11/22 16:35,10/11/22 16:41,5,1.66267705,16,No,1
1.79E+19,42.360213,-71.085994,42.35731286,-71.09384526,EAT,10/11/22 16:36,10/11/22 16:39,3,1.01217383,16,No,1
1.55E+19,42.361098,-71.095823,42.35524867,-71.10354429,EAT,10/11/22 16:36,10/11/22 16:55,18,0.974529434,16,No,1
1.02E+19,42.361098,-71.095823,42.36739439,-71.1078534,EAT,10/11/22 16:36,10/11/22 16:38,1,0.420117151,16,No,1
3.40E+18,42.372968,-71.110736,42.363958,-71.101638,EAT,10/11/22 16:36,10/11/22 16:39,2,0.648843602,16,No,1
1.15E+19,42.38192,-71.119949,42.36576378,-71.11395049,EAT,10/11/22 16:37,10/11/22 17:01,24,1.356579916,16,No,1
1.54E+19,42.359066,-71.094744,42.35731286,-71.09384526,EAT,10/11/22 16:37,10/11/22 16:39,2,0.964956815,16,No,1
1.03E+19,42.363587,-71.083219,42.37343,-71.0973,EAT,10/11/22 16:37,10/11/22 17:03,26,1.377815592,16,No,1
6.15E+18,42.36379,-71.101359,42.372399,-71.11943,EAT,10/11/22 16:38,10/11/22 16:42,4,1.049458492,16,No,1
1.49E+19,42.365551,-71.090157,42.371981,-71.086112,EAT,10/11/22 16:38,10/11/22 16:43,5,1.248927847,16,No,1
1.45E+19,42.365915,-71.105008,42.36071086,-71.10776978,EAT,10/11/22 16:38,10/11/22 16:41,2,0.820048578,16,No,1
1.00E+19,42.365915,-71.105008,42.3588637,-71.10933221,EAT,10/11/22 16:38,10/11/22 16:41,2,0.804432291,16,No,1
1.25E+19,42.365915,-71.105008,42.36183169,-71.10927031,EAT,10/11/22 16:38,10/11/22 16:40,1,0.527503272,16,No,1
1.08E+19,42.359113,-71.092946,42.365952,-71.082562,EAT,10/11/22 16:38,10/11/22 16:41,2,0.707025592,16,No,1
1.21E+19,42.363587,-71.083219,42.354988,-71.103274,EAT,10/11/22 16:39,10/11/22 16:43,4,1.9362092,16,No,1
1.37E+19,42.395359,-71.128283,42.38025313,-71.12662964,EAT,10/11/22 16:39,10/11/22 16:44,4,1.491360385,16,No,1
1.52E+18,42.373076,-71.118722,42.39547142,-71.12759543,EAT,10/11/22 16:39,10/11/22 16:46,6,2.306547215,16,No,1
7.22E+18,42.372267,-71.088105,42.36822024,-71.08160982,EAT,10/11/22 16:39,10/11/22 16:41,1,0.588473286,16,No,1
6.57E+18,42.361098,-71.095823,42.363549,-71.1012,EAT,10/11/22 16:39,10/11/22 16:41,1,0.229382475,16,No,1
6.29E+17,42.38192,-71.119949,42.382113,-71.119384,EAT,10/11/22 16:40,10/11/22 16:41,1,0.082010543,16,No,1
1.14E+19,42.389362,-71.119548,42.39030105,-71.12619326,EAT,10/11/22 16:40,10/11/22 16:42,2,0.572707509,16,No,1
7.20E+18,42.371436,-71.116713,42.37273004,-71.08719076,EAT,10/11/22 16:40,10/11/22 16:49,8,2.086552259,16,No,1
1.64E+19,42.389362,-71.119548,42.3735564,-71.12628486,EAT,10/11/22 16:40,10/11/22 16:44,4,1.43410509,16,No,1
1.02E+19,42.374948,-71.109119,42.3726375,-71.11184995,EAT,10/11/22 16:40,10/11/22 16:42,1,0.503731847,16,No,1
6.07E+18,42.371476,-71.081655,42.3690023,-71.10766463,EAT,10/11/22 16:40,10/11/22 16:50,9,2.707851615,16,No,1
1.40E+19,42.368689,-71.109924,42.36850007,-71.11013816,EAT,10/11/22 16:41,10/11/22 16:43,2,0.136712659,16,No,1
1.03E+19,42.365028,-71.102423,42.37811827,-71.12126615,EAT,10/11/22 16:41,10/11/22 16:54,12,2.099171232,16,No,1
7.44E+18,42.365028,-71.102423,42.37864575,-71.12084463,EAT,10/11/22 16:41,10/11/22 16:54,13,2.326314726,16,No,1
3.56E+18,42.394752,-71.126895,42.38994086,-71.12125425,EAT,10/11/22 16:41,10/11/22 16:43,2,0.798374614,16,No,1
1.46E+19,42.397326,-71.130785,42.38861878,-71.12493441,EAT,10/11/22 16:41,10/11/22 16:46,4,1.261834203,16,No,1
1.65E+19,42.394752,-71.126895,42.38384189,-71.13462329,EAT,10/11/22 16:41,10/11/22 16:46,4,1.09436054,16,No,1
2.92E+18,42.364216,-71.107488,42.37236658,-71.10300763,EAT,10/11/22 16:42,10/11/22 16:47,4,1.486825304,16,No,1
1.41E+19,42.363587,-71.083219,42.367994,-71.075304,EAT,10/11/22 16:42,10/11/22 16:52,10,0.525780359,16,No,1
3.09E+18,42.373076,-71.118722,42.37072369,-71.10064902,EAT,10/11/22 16:42,10/11/22 16:46,4,1.13173945,16,No,1
1.64E+18,42.373076,-71.118722,42.37157624,-71.10259103,EAT,10/11/22 16:42,10/11/22 17:08,26,1.351242558,16,No,1
2.27E+18,42.373076,-71.118722,42.37146502,-71.10378167,EAT,10/11/22 16:42,10/11/22 16:46,4,1.325177732,16,No,1
4.40E+18,42.373076,-71.118722,42.3704316,-71.09977474,EAT,10/11/22 16:42,10/11/22 16:47,4,1.368878961,16,No,1
3.31E+18,42.373076,-71.118722,42.37236658,-71.10300763,EAT,10/11/22 16:42,10/11/22 17:00,18,0.917370815,16,No,1
1.18E+19,42.373076,-71.118722,42.37040745,-71.10312557,EAT,10/11/22 16:42,10/11/22 16:50,8,1.854725708,16,No,1
5.03649E+15,42.38192,-71.119949,42.368351,-71.075953,EAT,10/11/22 16:42,10/11/22 16:53,11,3.32209097,16,No,1
1.26E+18,42.360213,-71.085994,42.360623,-71.08743,EAT,10/11/22 16:43,10/11/22 16:48,5,0.271398887,16,No,1
1.10E+19,42.361098,-71.095823,42.365032,-71.102756,EAT,10/11/22 16:43,10/11/22 16:45,1,0.367868646,16,No,1
6.35E+18,42.385859,-71.119611,42.38348197,-71.12718845,EAT,10/11/22 16:43,10/11/22 16:45,2,0.698580517,16,No,1
1.98E+18,42.361098,-71.095823,42.3592099,-71.1108903,EAT,10/11/22 16:43,10/11/22 16:46,2,0.782782873,16,No,1
1.93E+18,42.372895,-71.117919,42.373206,-71.118645,EAT,10/11/22 16:44,10/11/22 16:45,1,0.081024546,16,No,1
6.92E+18,42.357996,-71.114939,42.35899,-71.109116,EAT,10/11/22 16:44,10/11/22 16:45,1,0.570918007,16,No,1
1.26E+19,42.375451,-71.149096,42.3794391,-71.1580204,EAT,10/11/22 16:44,10/11/22 16:46,2,0.592747134,16,No,1
1.22E+19,42.372968,-71.110736,42.3687212,-71.115319,EAT,10/11/22 16:44,10/11/22 16:46,1,0.373988814,16,No,1
1.08E+19,42.360213,-71.085994,42.362934,-71.082109,EAT,10/11/22 16:45,10/11/22 16:51,6,1.602599606,16,No,1
1.15E+19,42.365915,-71.105008,42.362516,-71.0998,EAT,10/11/22 16:45,10/11/22 16:47,2,0.674798929,16,No,1
1.47E+19,42.360213,-71.085994,42.362516,-71.0998,EAT,10/11/22 16:45,10/11/22 16:49,4,1.351767497,16,No,1
1.72E+19,42.388049,-71.119664,42.38587768,-71.12450029,EAT,10/11/22 16:45,10/11/22 16:47,1,0.688280821,16,No,1
5.44E+18,42.361098,-71.095823,42.36772793,-71.11046134,EAT,10/11/22 16:45,10/11/22 16:48,3,0.955146132,16,No,1
5.46E+18,42.372895,-71.117919,42.37430978,-71.10884937,EAT,10/11/22 16:45,10/11/22 16:49,3,0.99861051,16,No,1
1.83E+19,42.373076,-71.118722,42.37715,-71.113529,EAT,10/11/22 16:46,10/11/22 16:48,2,0.710179725,16,No,1
1.63E+19,42.373076,-71.118722,42.37602081,-71.10877435,EAT,10/11/22 16:46,10/11/22 17:01,15,0.809579521,16,No,1
2.27E+18,42.36379,-71.101359,42.36894159,-71.10930241,EAT,10/11/22 16:46,10/11/22 16:48,2,0.705352167,16,No,1
1.48E+19,42.36379,-71.101359,42.36976985,-71.10751184,EAT,10/11/22 16:46,10/11/22 16:50,4,1.381056967,16,No,1
1.58E+19,42.371654,-71.086311,42.373153,-71.12012,EAT,10/11/22 16:46,10/11/22 17:09,22,2.76154711,16,No,1
1.17E+18,42.365028,-71.102423,42.37811827,-71.12126615,EAT,10/11/22 16:47,10/11/22 16:53,6,1.861868964,16,No,1
1.56E+19,42.359066,-71.094744,42.35731286,-71.09384526,EAT,10/11/22 16:47,10/11/22 16:49,2,0.942045902,16,No,1
1.19E+19,42.389362,-71.119548,42.389119,-71.147952,EAT,10/11/22 16:47,10/11/22 16:55,8,2.559080088,16,No,1
8.80E+18,42.372895,-71.117919,42.382673,-71.123538,EAT,10/11/22 16:47,10/11/22 16:52,5,1.628437094,16,No,1
1.50E+19,42.367183,-71.074439,42.36447363,-71.07711383,EAT,10/11/22 16:47,10/11/22 16:51,4,0.211378728,16,No,1
6.55E+18,42.365028,-71.102423,42.37095349,-71.09904978,EAT,10/11/22 16:47,10/11/22 16:56,9,0.466814199,16,No,1
2.94E+18,42.373546,-71.120532,42.388933,-71.119111,EAT,10/11/22 16:47,10/11/22 16:50,3,1.102655796,16,No,1
1.84E+19,42.372721,-71.091448,42.372117,-71.113546,EAT,10/11/22 16:47,10/11/22 17:14,27,1.402370911,16,No,1
1.03E+19,42.371436,-71.116713,42.365014,-71.102437,EAT,10/11/22 16:48,10/11/22 16:51,3,0.903280106,16,No,1
1.27E+19,42.389362,-71.119548,42.360217,-71.093716,EAT,10/11/22 16:48,10/11/22 17:03,15,4.59647873,16,No,1
6.97E+18,42.372895,-71.117919,42.36864,-71.08649,EAT,10/11/22 16:48,10/11/22 16:56,8,2.132739744,16,No,1
1.78E+19,42.373076,-71.118722,42.359191,-71.093366,EAT,10/11/22 16:48,10/11/22 16:54,6,2.497703458,16,No,1
1.47E+19,42.361098,-71.095823,42.36597659,-71.11374238,EAT,10/11/22 16:48,10/11/22 16:51,3,1.152603542,16,No,1
8.96E+18,42.365028,-71.102423,42.3725088,-71.10291883,EAT,10/11/22 16:48,10/11/22 16:51,2,0.54816263,16,No,1
1.25E+19,42.373387,-71.094985,42.36394365,-71.10779016,EAT,10/11/22 16:48,10/11/22 16:55,6,1.865331161,16,No,1
1.73E+19,42.373387,-71.094985,42.36171399,-71.10478332,EAT,10/11/22 16:48,10/11/22 16:54,5,1.261082853,16,No,1
1.83E+18,42.363587,-71.083219,42.369707,-71.101419,EAT,10/11/22 16:48,10/11/22 16:54,5,1.232206755,16,No,1
1.18E+19,42.363587,-71.083219,42.358503,-71.087787,EAT,10/11/22 16:48,10/11/22 16:54,5,1.764471339,16,No,1
3.20E+17,42.359066,-71.094744,42.362516,-71.0998,EAT,10/11/22 16:48,10/11/22 17:00,11,0.591603832,16,No,1
1.60E+19,42.360213,-71.085994,42.363579,-71.099631,EAT,10/11/22 16:48,10/11/22 16:56,7,0.386392343,16,No,1
3.31E+18,42.394752,-71.126895,42.390487,-71.129402,EAT,10/11/22 16:48,10/11/22 16:50,1,0.730431867,16,No,1
2.93E+18,42.373076,-71.118722,42.36952447,-71.10782017,EAT,10/11/22 16:48,10/11/22 16:50,1,0.434822777,16,No,1
1.06E+19,42.373076,-71.118722,42.372007,-71.118256,EAT,10/11/22 16:48,10/11/22 16:51,2,0.148743368,16,No,1
7.48E+18,42.363587,-71.083219,42.354988,-71.103274,EAT,10/11/22 16:49,10/11/22 16:54,5,1.443892507,16,No,1
1.85E+18,42.36379,-71.101359,42.354988,-71.103274,EAT,10/11/22 16:49,10/11/22 17:02,13,0.715380188,16,No,1
7.99E+18,42.360213,-71.085994,42.362516,-71.0998,EAT,10/11/22 16:49,10/11/22 16:51,2,0.630862333,16,No,1
1.34E+19,42.370879,-71.113552,42.3751583,-71.10595652,EAT,10/11/22 16:49,10/11/22 16:51,2,0.720266427,16,No,1
1.48E+19,42.365915,-71.105008,42.377157,-71.117476,EAT,10/11/22 16:49,10/11/22 16:55,5,1.364312273,16,No,1
1.83E+19,42.367183,-71.074439,42.37535712,-71.11025384,EAT,10/11/22 16:50,10/11/22 17:11,21,1.856525307,16,No,1
1.83E+19,42.397326,-71.130785,42.390487,-71.129402,EAT,10/11/22 16:50,10/11/22 16:51,1,0.590473797,16,No,1
2.04E+18,42.372127,-71.086885,42.37097522,-71.09302505,EAT,10/11/22 16:50,10/11/22 16:52,2,1.009102122,16,No,1
2.56E+18,42.389362,-71.119548,42.37088644,-71.08275924,EAT,10/11/22 16:50,10/11/22 17:04,14,2.490010843,16,No,1
1.80E+19,42.373076,-71.118722,42.373276,-71.119212,EAT,10/11/22 16:50,10/11/22 16:54,4,0.216815722,16,No,1
2.83E+18,42.389362,-71.119548,42.37233743,-71.10522637,EAT,10/11/22 16:50,10/11/22 16:59,8,2.212158403,16,No,1
3.88E+18,42.364216,-71.107488,42.39089343,-71.11859662,EAT,10/11/22 16:50,10/11/22 17:08,17,4.399837235,16,No,1
1.83E+19,42.38192,-71.119949,42.38498465,-71.11998181,EAT,10/11/22 16:51,10/11/22 16:53,2,0.228100932,16,No,1
3.40E+18,42.373605,-71.119696,42.38128218,-71.11199585,EAT,10/11/22 16:51,10/11/22 16:54,3,1.029597225,16,No,1
1.32E+19,42.373551,-71.120249,42.37809387,-71.10839538,EAT,10/11/22 16:51,10/11/22 17:04,13,0.989900633,16,No,1
4.59E+18,42.373493,-71.120642,42.3812165,-71.11451453,EAT,10/11/22 16:51,10/11/22 16:53,2,0.824292612,16,No,1
6.62E+18,42.374306,-71.119126,42.37836794,-71.11116037,EAT,10/11/22 16:51,10/11/22 16:53,2,0.807234967,16,No,1
1.67E+19,42.357996,-71.114939,42.372502,-71.119558,EAT,10/11/22 16:51,10/11/22 16:54,3,1.174006371,16,No,1
1.67E+19,42.372027,-71.120423,42.373206,-71.118645,EAT,10/11/22 16:51,10/11/22 16:57,6,0.34690443,16,No,1
3.51E+18,42.372027,-71.120423,42.374572,-71.109947,EAT,10/11/22 16:51,10/11/22 17:01,10,0.51700648,16,No,1
1.64E+19,42.371436,-71.116713,42.374572,-71.109947,EAT,10/11/22 16:51,10/11/22 16:59,8,0.625623709,16,No,1
1.32E+19,42.372027,-71.120423,42.373206,-71.118645,EAT,10/11/22 16:51,10/11/22 16:56,4,0.250643305,16,No,1
1.83E+19,42.371436,-71.116713,42.372411,-71.118434,EAT,10/11/22 16:51,10/11/22 16:53,2,0.790331174,16,No,1
1.04E+19,42.371436,-71.116713,42.37218,-71.13581,EAT,10/11/22 16:51,10/11/22 17:18,27,1.399599805,16,No,1
8.99E+16,42.373076,-71.118722,42.372573,-71.11936,EAT,10/11/22 16:51,10/11/22 16:53,2,0.563679118,16,No,1
7.34E+18,42.389362,-71.119548,42.38501165,-71.12141,EAT,10/11/22 16:51,10/11/22 16:53,1,0.675340819,16,No,1
5.67E+18,42.360213,-71.085994,42.366778,-71.074993,EAT,10/11/22 16:51,10/11/22 16:59,7,2.174832082,16,No,1
1.28E+19,42.361649,-71.09047,42.366778,-71.074993,EAT,10/11/22 16:51,10/11/22 17:19,27,1.445421909,16,No,1
1.15E+19,42.360213,-71.085994,42.366778,-71.074993,EAT,10/11/22 16:51,10/11/22 17:02,10,1.756226575,16,No,1
1.37E+19,42.361098,-71.095823,42.37150313,-71.10849319,EAT,10/11/22 16:51,10/11/22 16:58,6,1.556411579,16,No,1
1.45E+19,42.372968,-71.110736,42.35610839,-71.106939,EAT,10/11/22 16:51,10/11/22 16:59,8,2.388665988,16,No,1
8.17E+18,42.361098,-71.095823,42.363653,-71.096844,EAT,10/11/22 16:52,10/11/22 16:55,3,0.180826697,16,No,1
1.84E+19,42.365551,-71.090157,42.361889,-71.090546,EAT,10/11/22 16:52,10/11/22 16:54,1,0.448895611,16,No,1
1.54E+19,42.373076,-71.118722,42.3742508,-71.1041681,EAT,10/11/22 16:52,10/11/22 17:08,16,0.841865807,16,No,1
1.18E+19,42.38192,-71.119949,42.39062214,-71.12491913,EAT,10/11/22 16:52,10/11/22 16:54,2,0.742251421,16,No,1
7.74E+18,42.373076,-71.118722,42.37982072,-71.12228084,EAT,10/11/22 16:52,10/11/22 16:56,3,0.966592198,16,No,1
3.94E+18,42.365028,-71.102423,42.36978193,-71.09311647,EAT,10/11/22 16:52,10/11/22 16:57,4,1.298398067,16,No,1
1.17E+19,42.367183,-71.074439,42.36485035,-71.09861453,EAT,10/11/22 16:53,10/11/22 17:00,7,2.263592096,16,No,1
5.47E+18,42.372895,-71.117919,42.370719,-71.113322,EAT,10/11/22 16:53,10/11/22 16:54,1,0.375530019,16,No,1
9.44E+18,42.372895,-71.117919,42.37538635,-71.10919098,EAT,10/11/22 16:53,10/11/22 16:58,4,1.216824659,16,No,1
6.29E+18,42.372895,-71.117919,42.37379292,-71.11275371,EAT,10/11/22 16:53,10/11/22 17:04,10,0.54710048,16,No,1
7.57E+18,42.361098,-71.095823,42.37162876,-71.08599347,EAT,10/11/22 16:53,10/11/22 16:58,4,1.201527439,16,No,1
3.14E+18,42.36379,-71.101359,42.37162876,-71.08599347,EAT,10/11/22 16:53,10/11/22 16:59,5,1.401277943,16,No,1
1.60E+19,42.367183,-71.074439,42.362077,-71.084833,EAT,10/11/22 16:53,10/11/22 16:59,5,1.865521444,16,No,1
1.42E+19,42.374306,-71.119126,42.37081,-71.114182,EAT,10/11/22 16:54,10/11/22 17:03,9,0.482249107,16,No,1
6.25E+18,42.373493,-71.120642,42.3687212,-71.115319,EAT,10/11/22 16:54,10/11/22 17:04,9,0.512382087,16,No,1
1.84E+19,42.374306,-71.119126,42.36984576,-71.11361462,EAT,10/11/22 16:54,10/11/22 17:04,10,0.539788149,16,No,1
3.31E+18,42.374306,-71.119126,42.36984576,-71.11361462,EAT,10/11/22 16:54,10/11/22 17:03,9,0.496961395,16,No,1
1.19E+19,42.373493,-71.120642,42.37081,-71.114182,EAT,10/11/22 16:54,10/11/22 16:56,2,0.658402084,16,No,1
4.73E+18,42.36379,-71.101359,42.36861701,-71.11372651,EAT,10/11/22 16:54,10/11/22 16:57,2,0.946445274,16,No,1
1.42E+19,42.373546,-71.120532,42.3687212,-71.115319,EAT,10/11/22 16:54,10/11/22 16:59,5,0.749700989,16,No,1
3.52E+16,42.365028,-71.102423,42.36912244,-71.1137011,EAT,10/11/22 16:54,10/11/22 16:58,4,0.649748918,16,No,1
1.13E+18,42.373551,-71.120249,42.36493949,-71.10112729,EAT,10/11/22 16:54,10/11/22 17:00,6,1.597537793,16,No,1
2.50E+16,42.394752,-71.126895,42.38804017,-71.12613942,EAT,10/11/22 16:54,10/11/22 17:05,10,0.568013734,16,No,1
