Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Trip Served,Mode,Wait Time (min),Departure Time,Arrival Time,Duration (min),Origin [lat],Origin [lon],Destination [lat],Destination [lon],Distance (m)
2612,2022-10-01 07:15:20,true,110,50000.0,3.0555555555555554,40,package4092,false,0,0.0,nil,07:15:20,435.3333333333333,-71.096565,42.360788999999876,-71.119745,42.38939399999989,0.0
2613,2022-10-01 07:15:30,true,110,50000.0,3.0555555555555554,40,package4086,true,2,2.1666666666666665,07:13:20,07:15:30,2.1666666666666665,-71.09047,42.36164899999987,-71.08743,42.360622999999876,550.4997670551901
2617,2022-10-01 07:16:10,true,110,50000.0,3.0555555555555554,40,package99,true,2,1.6666666666666667,07:13:50,07:16:10,2.3333333333333335,-71.09388,42.36278199999988,-71.1005865833299,42.364292623799905,662.2874053006701
2618,2022-10-01 07:16:20,true,110,50000.0,3.0555555555555554,40,package105,false,0,0.0,nil,07:16:20,436.3333333333333,-71.08233299999998,42.36524399999988,-71.09004,42.368642999999885,0.0
2624,2022-10-01 07:17:20,true,110,50000.0,3.0555555555555554,40,package4095,false,0,0.0,nil,07:17:20,437.3333333333333,-71.102423,42.36502799999988,-71.147683,42.377583999999885,0.0
2636,2022-10-01 07:19:20,true,110,50000.0,3.0555555555555554,40,package111,false,0,0.0,nil,07:19:20,439.3333333333333,-71.117852,42.37248399999987,-71.1207624146127,42.374864236774414,0.0
2636,2022-10-01 07:19:20,true,110,50000.0,3.0555555555555554,40,package114,false,0,0.0,nil,07:19:20,439.3333333333333,-71.08233299999998,42.36524399999988,-71.10638216068621,42.35740159939319,0.0
2636,2022-10-01 07:19:20,true,110,50000.0,3.0555555555555554,40,package117,false,0,0.0,nil,07:19:20,439.3333333333333,-71.09047,42.36164899999987,-71.1059263827172,42.35757767101736,0.0
2636,2022-10-01 07:19:20,true,110,50000.0,3.0555555555555554,40,package4104,false,0,0.0,nil,07:19:20,439.3333333333333,-71.08233299999998,42.36524399999988,-71.1108903,42.35920989999988,0.0
2636,2022-10-01 07:19:20,true,110,50000.0,3.0555555555555554,40,package8085,true,2,1.3333333333333333,07:18:30,07:19:20,0.8333333333333334,-71.119548,42.38936199999989,-71.11968545215656,42.38944898172172,85.00566760992533
2636,2022-10-01 07:19:20,true,110,50000.0,3.0555555555555554,40,package8088,false,0,0.0,nil,07:19:20,439.3333333333333,-71.118977,42.37244099999988,-71.1027608633143,42.37272015878186,0.0
2636,2022-10-01 07:19:20,true,110,50000.0,3.0555555555555554,40,package8091,false,0,0.0,nil,07:19:20,439.3333333333333,-71.118227,42.390042999999885,-71.1462729853255,42.37722676959502,0.0
2642,2022-10-01 07:20:20,true,110,50000.0,3.0555555555555554,40,package4107,false,0,0.0,nil,07:20:20,440.3333333333333,-71.120423,42.37202699999988,-71.1079494454736,42.37674902533909,0.0
2643,2022-10-01 07:20:30,true,110,50000.0,3.0555555555555554,40,package8082,true,2,2.1666666666666665,07:18:20,07:20:30,2.1666666666666665,-71.09047,42.36164899999987,-71.08743,42.360622999999876,550.4997670551901
2648,2022-10-01 07:21:20,true,110,50000.0,3.0555555555555554,40,package120,false,0,0.0,nil,07:21:20,441.3333333333333,-71.07982,42.372245999999876,-71.133083,42.39864099999989,0.0
2648,2022-10-01 07:21:20,true,110,50000.0,3.0555555555555554,40,package8097,false,0,0.0,nil,07:21:20,441.3333333333333,-71.149096,42.37545099999986,-71.14779387986134,42.375860988802295,0.0
2663,2022-10-01 07:23:50,true,110,50000.0,3.0555555555555554,40,package4101,true,2,1.0,07:20:10,07:23:50,3.6666666666666665,-71.118977,42.37244099999988,-71.12039240000001,42.37881629999987,943.0599601880159
2664,2022-10-01 07:24:00,true,110,50000.0,3.0555555555555554,40,package108,true,2,1.1666666666666667,07:19:20,07:24:00,4.666666666666667,-71.102423,42.36502799999988,-71.09384525746042,42.35731286087455,1236.8053986393707
2672,2022-10-01 07:25:20,true,110,50000.0,3.0555555555555554,40,package126,false,0,0.0,nil,07:25:20,445.3333333333333,-71.121151,42.37418899999989,-71.15224963077421,42.37578268372367,0.0
2672,2022-10-01 07:25:20,true,110,50000.0,3.0555555555555554,40,package4113,false,0,0.0,nil,07:25:20,445.3333333333333,-71.119548,42.38936199999989,-71.10699,42.37535199999988,0.0
2672,2022-10-01 07:25:20,true,110,50000.0,3.0555555555555554,40,package8103,false,0,0.0,nil,07:25:20,445.3333333333333,-71.084037,42.37174999999987,-71.08611199163238,42.37245599902493,0.0
2675,2022-10-01 07:25:50,true,110,50000.0,3.0555555555555554,40,package4098,true,2,3.0,07:21:10,07:25:50,4.666666666666667,-71.102423,42.36502799999988,-71.09384525746042,42.35731286087455,1236.8053986393707
2678,2022-10-01 07:26:20,true,110,50000.0,3.0555555555555554,40,package129,false,0,0.0,nil,07:26:20,446.3333333333333,-71.102423,42.36502799999988,-71.08611199163238,42.37245599902493,0.0
2678,2022-10-01 07:26:20,true,110,50000.0,3.0555555555555554,40,package132,false,0,0.0,nil,07:26:20,446.3333333333333,-71.102423,42.36502799999988,-71.1131418,42.36995179999989,0.0
2678,2022-10-01 07:26:20,true,110,50000.0,3.0555555555555554,40,package4116,false,0,0.0,nil,07:26:20,446.3333333333333,-71.120423,42.37202699999988,-71.10910822415177,42.37619555745092,0.0
2678,2022-10-01 07:26:20,true,110,50000.0,3.0555555555555554,40,package4119,false,0,0.0,nil,07:26:20,446.3333333333333,-71.102423,42.36502799999988,-71.1131418,42.36995179999989,0.0
2678,2022-10-01 07:26:20,true,110,50000.0,3.0555555555555554,40,package8109,false,0,0.0,nil,07:26:20,446.3333333333333,-71.102423,42.36502799999988,-71.11081269259202,42.372703295343044,0.0
2679,2022-10-01 07:26:30,true,110,50000.0,3.0555555555555554,40,package8100,true,2,1.5,07:25:40,07:26:30,0.8333333333333334,-71.08233299999998,42.36524399999988,-71.082562,42.365951999999865,143.12583104844396
