Cycle,Time,Traditional Scenario,Num Autonomous Bikes,Autonomous Bikes Battery Life,AB PickUp Speed,Num Cars,Agent,Trip Served,Mode,Wait Time (min),Departure Time,Arrival Time,Duration (min),Origin [lat],Origin [lon],Destination [lat],Destination [lon],Distance (m)
2605,2022-10-01 07:14:10,false,110,50000.0,3.0555555555555554,40,package90,true,1,2.3333333333333335,07:08:30,07:14:10,5.666666666666667,-71.105366,42.366068999999875,-71.11086504128659,42.36041364532208,850.3667443930815
2606,2022-10-01 07:14:20,false,110,50000.0,3.0555555555555554,40,package4080,true,1,4.0,07:12:10,07:14:20,2.1666666666666665,-71.120631,42.371776999999874,-71.118256,42.372006999999876,252.35881750366133
2608,2022-10-01 07:14:40,false,110,50000.0,3.0555555555555554,40,package4065,true,1,4.166666666666667,07:05:20,07:14:40,9.333333333333334,-71.119949,42.38191999999986,-71.12538466370042,42.39091868234668,1177.7503685549939
2613,2022-10-01 07:15:30,false,110,50000.0,3.0555555555555554,40,package4083,true,1,2.1666666666666665,07:11:20,07:15:30,4.166666666666667,-71.090294,42.36795799999989,-71.08969194188423,42.370920749687784,481.1681339710734
2627,2022-10-01 07:17:50,false,110,50000.0,3.0555555555555554,40,package4086,true,1,3.0,07:14:10,07:17:50,3.6666666666666665,-71.09047,42.36164899999987,-71.08743,42.360622999999876,550.4997670551901
2633,2022-10-01 07:18:50,false,110,50000.0,3.0555555555555554,40,package8070,true,1,2.1666666666666665,07:10:20,07:18:50,8.5,-71.09474399999998,42.35906599999986,-71.09917866234348,42.36594338428711,899.8735654455437
2641,2022-10-01 07:20:10,false,110,50000.0,3.0555555555555554,40,package8085,true,1,2.1666666666666665,07:19:20,07:20:10,0.8333333333333334,-71.119548,42.38936199999989,-71.11968545215656,42.38944898172172,85.00566760992533
2645,2022-10-01 07:20:50,false,110,50000.0,3.0555555555555554,40,package99,true,1,4.166666666666667,07:16:20,07:20:50,4.5,-71.09388,42.36278199999988,-71.1005865833299,42.364292623799905,662.2874053006701
2648,2022-10-01 07:21:20,false,110,50000.0,3.0555555555555554,40,package4059,true,1,4.833333333333333,07:02:00,07:21:20,19.333333333333332,-71.11823199999998,42.38838799999988,-71.09994421431794,42.36957923614499,2690.817874314303
2649,2022-10-01 07:21:30,false,110,50000.0,3.0555555555555554,40,package4074,true,1,9.333333333333334,07:13:30,07:21:30,8.0,-71.11983000000002,42.38448799999988,-71.12620615650636,42.39073079383176,967.8656338214774
2655,2022-10-01 07:22:30,false,110,50000.0,3.0555555555555554,40,package87,true,1,4.5,07:09:40,07:22:30,12.833333333333334,-71.11983000000002,42.38448799999988,-71.12459075067973,42.39165921427135,990.5659260435882
2657,2022-10-01 07:22:50,false,110,50000.0,3.0555555555555554,40,package105,true,1,1.0,07:17:10,07:22:50,5.666666666666667,-71.08233299999998,42.36524399999988,-71.09004,42.368642999999885,819.8297263001542
2657,2022-10-01 07:22:50,false,110,50000.0,3.0555555555555554,40,package8064,true,1,7.833333333333333,07:13:00,07:22:50,9.833333333333334,-71.119577,42.386093999999886,-71.12622474387281,42.39202508903434,880.5586818250472
2659,2022-10-01 07:23:10,false,110,50000.0,3.0555555555555554,40,package8073,true,1,8.5,07:18:40,07:23:10,4.5,-71.10427299999998,42.35774499999989,-71.10963105506094,42.35793571809183,578.017148055198
2667,2022-10-01 07:24:30,false,110,50000.0,3.0555555555555554,40,package111,true,1,1.5,07:20:40,07:24:30,3.8333333333333335,-71.117852,42.37248399999987,-71.1207624146127,42.374864236774414,413.30973583056664
2671,2022-10-01 07:25:10,false,110,50000.0,3.0555555555555554,40,package8082,true,1,5.333333333333333,07:21:30,07:25:10,3.6666666666666665,-71.09047,42.36164899999987,-71.08743,42.360622999999876,550.4997670551901
2676,2022-10-01 07:26:00,false,110,50000.0,3.0555555555555554,40,package4077,true,1,8.0,07:13:10,07:26:00,12.833333333333334,-71.11983000000002,42.38448799999988,-71.12459075067973,42.39165921427135,990.5659260435882
2678,2022-10-01 07:26:20,false,110,50000.0,3.0555555555555554,40,package93,true,1,5.833333333333333,07:15:00,07:26:20,11.333333333333334,-71.09047,42.36164899999987,-71.10823351327,42.35894005041445,1782.9156680544438
2687,2022-10-01 07:27:50,false,110,50000.0,3.0555555555555554,40,package102,true,1,3.8333333333333335,07:17:00,07:27:50,10.833333333333334,-71.117852,42.37248399999987,-71.13445477146851,42.38375114642681,1888.9606334923644
2691,2022-10-01 07:28:30,false,110,50000.0,3.0555555555555554,40,package8097,true,1,3.8333333333333335,07:25:00,07:28:30,3.5,-71.149096,42.37545099999986,-71.14779387986134,42.375860988802295,350.5102167895466
2696,2022-10-01 07:29:20,false,110,50000.0,3.0555555555555554,40,package8079,true,1,2.6666666666666665,07:15:50,07:29:20,13.5,-71.099827,42.37339999999987,-71.106431,42.35723299999988,1939.700408633289
2700,2022-10-01 07:30:00,false,110,50000.0,3.0555555555555554,40,package108,true,1,2.5,07:20:40,07:30:00,9.333333333333334,-71.102423,42.36502799999988,-71.09384525746042,42.35731286087455,1236.8053986393707
2700,2022-10-01 07:30:00,false,110,50000.0,3.0555555555555554,40,package123,true,1,3.6666666666666665,07:27:50,07:30:00,2.1666666666666665,-71.11983000000002,42.38448799999988,-71.120062,42.38244899999987,325.85404463664355
2700,2022-10-01 07:30:00,false,110,50000.0,3.0555555555555554,40,package4098,true,1,2.5,07:20:40,07:30:00,9.333333333333334,-71.102423,42.36502799999988,-71.09384525746042,42.35731286087455,1236.8053986393707
2700,2022-10-01 07:30:00,false,110,50000.0,3.0555555555555554,40,package4101,true,1,4.333333333333333,07:23:30,07:30:00,6.5,-71.118977,42.37244099999988,-71.12039240000001,42.37881629999987,943.0599601880159
2701,2022-10-01 07:30:10,false,110,50000.0,3.0555555555555554,40,package8100,true,1,4.833333333333333,07:29:00,07:30:10,1.1666666666666667,-71.08233299999998,42.36524399999988,-71.082562,42.365951999999865,143.12583104844396
2702,2022-10-01 07:30:20,false,110,50000.0,3.0555555555555554,40,package8067,true,1,6.0,07:12:10,07:30:20,18.166666666666668,-71.11983000000002,42.38448799999988,-71.10046657774024,42.36435779487629,2770.2659726583156
2707,2022-10-01 07:31:10,false,110,50000.0,3.0555555555555554,40,package4089,true,1,4.666666666666667,07:16:50,07:31:10,14.333333333333334,-71.09388,42.36278199999988,-71.07327511953629,42.36991780876925,1989.4001237114176
2708,2022-10-01 07:31:20,false,110,50000.0,3.0555555555555554,40,package8106,true,1,2.6666666666666665,07:28:50,07:31:20,2.5,-71.102423,42.36502799999988,-71.0998704,42.362836899999884,378.47413619844457
2722,2022-10-01 07:33:40,false,110,50000.0,3.0555555555555554,40,package4110,true,1,5.0,07:28:10,07:33:40,5.5,-71.09047,42.36164899999987,-71.082109,42.36293399999988,872.331058648328
2728,2022-10-01 07:34:40,false,110,50000.0,3.0555555555555554,40,package117,true,1,6.333333333333333,07:25:30,07:34:40,9.166666666666666,-71.09047,42.36164899999987,-71.1059263827172,42.35757767101736,1596.6126294808573
2728,2022-10-01 07:34:40,false,110,50000.0,3.0555555555555554,40,package4107,true,1,5.5,07:25:40,07:34:40,9.0,-71.120423,42.37202699999988,-71.1079494454736,42.37674902533909,1217.9652354896828
2728,2022-10-01 07:34:40,false,110,50000.0,3.0555555555555554,40,package4119,true,1,2.3333333333333335,07:28:30,07:34:40,6.166666666666667,-71.102423,42.36502799999988,-71.1131418,42.36995179999989,1093.3614958423416
2729,2022-10-01 07:34:50,false,110,50000.0,3.0555555555555554,40,package132,true,1,2.5,07:28:40,07:34:50,6.166666666666667,-71.102423,42.36502799999988,-71.1131418,42.36995179999989,1093.3614958423416
2731,2022-10-01 07:35:10,false,110,50000.0,3.0555555555555554,40,package8088,true,1,5.5,07:24:40,07:35:10,10.5,-71.118977,42.37244099999988,-71.1027608633143,42.37272015878186,1460.3980386225996
2733,2022-10-01 07:35:30,false,110,50000.0,3.0555555555555554,40,package8052,true,1,6.5,07:06:40,07:35:30,28.833333333333332,-71.075408,42.37195999999987,-71.12616934126784,42.38638180485225,4511.095454433535
2738,2022-10-01 07:36:20,false,110,50000.0,3.0555555555555554,40,package8103,true,1,5.833333333333333,07:31:00,07:36:20,5.333333333333333,-71.084037,42.37174999999987,-71.08611199163238,42.37245599902493,259.7627512203064
2738,2022-10-01 07:36:20,false,110,50000.0,3.0555555555555554,40,package8124,true,1,3.0,07:35:10,07:36:20,1.1666666666666667,-71.09784300000003,42.36794699999989,-71.09776564442946,42.36829326453021,156.4778230198927
2739,2022-10-01 07:36:30,false,110,50000.0,3.0555555555555554,40,package81,true,1,5.166666666666667,07:08:20,07:36:30,28.166666666666668,-71.07982,42.372245999999876,-71.128111,42.38542799999989,4318.222172562905
2742,2022-10-01 07:37:00,false,110,50000.0,3.0555555555555554,40,package96,true,1,7.5,07:17:40,07:37:00,19.333333333333332,-71.075408,42.37195999999987,-71.10667360731244,42.366770319991865,2647.2799685991554
2747,2022-10-01 07:37:50,false,110,50000.0,3.0555555555555554,40,package114,true,1,4.833333333333333,07:24:00,07:37:50,13.833333333333334,-71.08233299999998,42.36524399999988,-71.10638216068621,42.35740159939319,2169.1839005406287
