id,amenity,name,lat,lon
1559532734,fuel,Freshpond Gas,42.3864783,-71.1406293
356119414,fuel,Mobil,42.4009625,-71.135517
9307559577,fuel,Speedway,42.3912332,-71.1223685
,,,,
,,,,
9806690295,fuel,,42.3692002,-71.1104238
1708499129,fuel,Shell,42.3729551,-71.0935352
